text,Congestion,Customer_interface,Delay,Miscellaneous,Not_applicable,Personnel_attitude,Physical_accessibility,Pricing,Refusal_cancellation_refund,Safety,Unavailability_inadequacy,Vehicle_utility_condition
"I was climbing #rtc bus at #Miyapur in #Hyderabad,,I have to go #Miyapur to #Sangareddy but the bus conductor was given to me #Balanagar to #Sangareddy ticket,TS08UL0720 11:30am Wednesday 22-3-2023,what is going on in this #Telangana Prabhutvam?@USER @USER @USER",0,1,0,1,0,0,0,0,0,0,0,0
Two students injured in a school bus accident in Hyderabad HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
I’m travelling from Guntur to Hyderabad in APSRTC indra service number 4154. Bus was stopped crossing piduguralla due to some techici issue. I need attend office tomorrow at 9 AM. No one is responding from APSRTC team. Please help us in this @USER @USER,0,0,1,0,0,0,0,0,0,0,0,1
"@USER We booked a ticket from Hyderabad to Bangalore on 19/03/23, at 10:15pm even till 10:38 , bus has not arrived and not even a single info about the delay, faculty whose number was provided is not at all receiving the call, don't they have to inform anything?",0,1,1,0,0,0,0,0,0,0,0,0
@USER the sleeper bus from bengaluru to hyderabad on 18th March at 21:01 had very poor suspension... Kindly rectify it as the travel experience was not worth the fare HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
"@USER SIR, lot of sexual harassment is happening in the city bus of hyderabad. Men are occupying ladies seats and ladies are standing. Why men are entering into ladies compartment. Conductors and drivers are abusing and harassing women like hell. Its a sin sir.(1/2)",0,0,0,0,0,1,0,0,0,0,0,0
"@USER Booking ID: AV5621724586 Bus Partner Name: Tranz India Source: Bangalore Destination: Hyderabad Date of Journey: 18-03-2023 Boarding Time: 21:10 Pathetic service, bus has not even reached Anand Rao circle, stopping frequently even though there are no one to board",0,0,1,1,0,0,0,0,0,0,0,0
Now am at armoor Rtc bus stand am going to hyderabad waiting for hyderabad bus 8:20pm to still now Armoor controler says no buses from armoor depo at this time All days same problem we are facing Please arrange buse for all time travelers,0,0,1,0,0,0,0,0,0,0,1,0
@USER @USER @USER @USER @USER #palamner @USER @USER please kindly increase interstate apsrtc regular service from palamner to Bangalore Kolar mulbagal kgf Chennai Hyderabad kadapa passenger facing a lot problems in private buses in palamner RTC bus apsrtc buses not operating from route HTTPURL,0,0,0,0,0,0,0,0,0,0,1,0
@USER Delhi - Metro Bengluru -bad roads always under construction mode that floods in rain Chennai - @USER Kolkata - Trams in pathetic conditions Ahmedabad - Unsuccesful metro Hyderabad - Metro that is overcrowded nd more coaches can't be added Indore - ☺️ Pune - eternal crying,1,0,0,0,0,0,1,0,0,1,0,1
"@USER @USER @USER @USER Medium capacity metro in Chennai, Bangalore, Hyderabad, etc. Even in Delhi (except red, blue and yellow lines) and Mumbai (except Line 3) medium capacity metro. Kolkata (except line 2) has high capacity metro.",1,0,0,1,0,0,0,0,0,0,0,1
"Hi @USER I am an IT employee traveling by metro.We can see how busy is Hyderabad by looking at the crowd in Metro Stations. We are facing issues while traveling, as we are not getting seats to occupy and it is inconvenient for us to take proper breathe. Please look into this. HTTPURL",1,0,0,0,0,0,0,0,0,0,0,0
@USER @USER I don't know about other metro cities. But if u talk about hyderabad or Kolkata or Chennai. Yes prices has went up 20% in last 2 yrs or 3 yrs.,0,0,0,0,0,0,0,1,0,0,0,0
@USER Why isn’t Hyderabad metro expanding? I see metro getting expanded in every metro city except Hyderabad,0,0,0,0,0,0,0,0,0,0,1,0
@USER @USER @USER @USER Hyderabad metro - cost of capital for L&amp;T - 7-8% - disaster,0,0,0,1,0,0,0,0,0,0,0,0
Instead of relieving passengers burden by logical means like purchasing larger trains or simply more regular the hyderabad metro rail continues to take more and more aggressive steps to make their service worse and worse. HTTPURL,1,0,0,0,0,0,0,0,0,0,1,0
"@USER @USER @USER @USER @USER @USER @USER Hello responsible authority, I have been requesting for a metro card at all metro stations in hyderabad for the last month, but it has not been available till now. Can you help me get this?",0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER @USER strange are the ways of the Hyderbad Metro - inspite of the passenger traffic they don't increase the carriages and further do not stock enough cards too. Where is passenger service that is touted as a critical factor favouring Hyderabad?,0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Even that poor controller at tkr bus stop helplessly say sorry morning 2 buses cancelled all @USER conductors need training how to behave with valuable passengers when hiked fares provide services or provide shuttle services upto metro stations @USER #hyderabad,0,0,0,0,0,1,0,0,0,0,0,0
@USER No linkage of MMTS and metro services to Hyderabad airport and it could be more than rs 1500 cr.,0,0,0,1,0,0,0,0,0,0,0,0
"If you have to board the train at Hyderabad metro station, it means you have to board in the first station or you have to be in front, the situation is like that and there is such a rush ah.. can you increase the number of trains sir? #HyderabadMetro #Hyderabad @USER HTTPURL",0,0,0,0,0,0,0,0,0,0,1,0
"@USER It's high time ,we should get more metro lines.We got metro before other South Indian capitals,yet we need to take inspiration from Hyderabad metro- they have extensive line network.We need that in luru for sure.There is not a single metro station beyond mantri mall in the north.",0,0,0,0,0,0,0,0,0,0,1,0
"@USER @USER @USER Still no train towards south Hyderabad, Nagpur, Bangalore from Bina Sagar Katni section",0,0,0,0,0,0,0,0,0,0,1,0
@USER I have been traveling frequently with train number 12759 from Chennai to Hyderabad the train running late every time and more than three hours delay yesterday can you please look into this issue and unable to sleep it hurls too much.,0,0,1,0,0,0,0,0,0,0,0,0
"@USER @USER @USER @USER @USER I'm saying this because, trains to rest of Karnataka / other South Indian states is very low barring trains to Kerala. There is no proper connectivity to Hyderabad/Pune/Hubli, and SR operates a long route to cities like Chennai and Hyderabad, circumventing whole KA.",0,0,0,0,0,0,1,0,0,0,1,0
@USER @USER @USER @USER You should be ashamed of delay of trains. Chennai Howrah Superfast( only in name and taking extra charge from passengers) was delayed by more than 2- hrs on 18-03-2023( scheduled time 2300 on 18-03-2023) and arrived Howrah on 19-03-2023 at 0210 AM) .,0,0,1,0,0,0,0,1,0,0,0,0
Coach HA-1 Train 12603 - Chennai - Hyderabad Tap is leaking in the toilet. Kindly fix. Wastage of water @USER @USER @USER HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
"I bought my 1st @USER product 10 yrs ago and it was stolen on a train from Hyderabad to Delhi. Since then, I have bought multiple Bose products for myself and family or friends. I even went so far in loyalty as to buy/lease cars only if they had Bose audio installed from factory",0,0,0,0,0,0,0,0,0,1,0,0
travelling from new delhi to Hyderabad why the train is running late tell me please..,0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER @USER @USER Hyderabd bombay exp only 2sleeper coaches. It can have additional four coaches Unavailabilty of sahyadi has made no train after 605am until hyderabad exp for kalyan Railways look and remedy,0,0,0,0,0,0,0,0,0,0,1,0
"@USER its 7:55 PM but still Hyderabad to Lingampalli 06:55 PM departure train not came to Hyderabad station... it's allready services reduced after covid, atleast run it on time... so that we can manage our time...",0,0,1,0,0,0,0,0,0,0,0,0
@USER Requesting To Restart Train no 11307 Kalaburagi To Hyderabad Intercity Express public Essential Requirement public Essential Demand,0,0,0,0,0,0,0,0,0,0,1,0
"@USER @USER @USER @USER Today I have journey on 12727 Godavari express. Tomorrow I need to attend important office Meeting. Considering this, I decided to book for Godavari express to Hyderabad but the train is running late everyday causing inconvinience to passengers.",0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER @USER Yesterday we have travelled from Hyderabad to Mysore By Kacheeguda Express Train No:12785 Sleeper Class. For our surprise lot of COCKROACHES in our compartment. We had a very bad experience. Why do not you use Pest Control treatment.,0,0,0,0,0,0,0,0,0,0,0,1
"@USER @USER @USER @USER The train seems to be one of prestigious trains of SCR but unfortunately it is treated like this. Not only this train, so many trains travelling from Vijayawada to Hyderabad gets often delayed by 1.5-2hrs.",0,0,1,0,0,0,0,0,0,0,0,0
May I know the reason of delay train number nizamabad express 07596 Hyderabad kachiguda to nizamabad train please 🙏 tell me @USER,0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER @USER @USER 12727 Godavari Express is delayed by around 1.5- 2hrs for the past few months. Many people from Vizag and Godavari districts depend on this train for travelling to Hyderabad. But IR is not valuing People's time. HTTPURL,0,0,1,0,0,0,0,0,0,0,0,0
"@USER Reservation of trains, flights, temple darshans etc are being given 3 to 4 months advance,due to which the persons who actually required are not getting. Pray issue orders for all kinds of reservations before one month only. G SHANKAR GOUD Hyderabad",0,0,0,0,0,0,0,0,0,0,1,0
@USER Today we are Coming from Anantapur to Hyderabad train stop at itkyala Station some on Snatch my wife chain from Stopping Train there is no police On Train Superb Railway Department HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
"@USER @USER Sir, I'm from City anakapalle one of the frequent to Hyderabad But while travelling on vandebharat express i need to go 50 km back and have to take train on returing from hyd 50km a Head and coming back",0,0,0,0,0,0,0,0,0,0,1,0
Hi @USER team. The AC door hinge is broken on 18406 Coach B3 (Near Seat No. 1). Because of that the AC is not effective enough and might consume a lot of power. Please help. Train has started today from Hyderabad. HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
@USER sir plz Hyderabad mmts train r not in correct time plz to see it sir,0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER @USER hi sir. Railway employees has given me a false info about the train leaving from warangal to Hyderabad and boarded me on Duronto express. I have to report to the office at 6 it's done and the train has no stop for the next 6 hours.,0,1,1,0,0,0,0,0,0,0,0,0
@USER train no 18045 shalimar to hyderabad coach no b2 ac is not working,0,0,0,0,0,0,0,0,0,0,0,1
"@USER @USER @USER @USER @USER @USER Sir, request you add more trains between Kolkata &amp; Hyderabad. So many people are suffering by not getting tickets available. Existing trains are not in good shape, cleaned &amp; old ones",0,0,0,0,0,0,0,0,0,0,1,1
@USER @USER @USER Requesting To Start Train kalburgi To hyderabad Intercity Express Early Morning 6 am from Kalaburagi public Essential Requirement Public Essential Demand,0,0,0,0,0,0,0,0,0,0,1,0
@USER New trains nd making life easier but now our lives have bcm miserable now most of the people who used to travel to Hyderabad nd come home in night r forced to stay at Hyderabad becoz of now trains . Thanks once again for making our lives miserable 😂😂😂,0,0,1,0,0,0,0,0,0,0,1,0
"#centralrailway @USER @USER @USER @USER Sir, @USER MMTS regarding, local trains are not runnig on time between of the respective stations.. So many passengers are struggling due to this delay Kindly look into this and take necessary action",0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER @USER @USER train no. 18046 is delayed by one hour why after start on time from Hyderabad. My pnr 4863725040 &amp; mobile no 9864036565,0,0,1,0,0,0,0,0,0,0,0,0
I am traveling in East cost train from shalimar to Hyderabad train .They are charging rs 130 for this veg meal and there is no sweet curd In it .It's too much for common man . HTTPURL,0,0,0,0,0,0,0,1,0,0,0,0
I am traveling from Pune to Hyderabad today on 18.3.2023. On plat form showed coach position B2 on display board and stood there. By the time train arrives in place by of B2 B6 is there. I struggle toget in to B2 as I am not able to walk and carry my belongings.,0,0,0,0,0,0,0,0,0,0,0,1
"@USER What is the reason why Hyderabad Deccan to Tandur 17320 Hyderabad Hubli Express trainreservation is not being done, why is the not showing why? And please one other train between tandur to gulbarga daily demu morning time 7am start sir HTTPURL",0,0,0,0,0,0,0,0,0,0,0,1
"@USER @USER Dear sir every day and every weekend thousands of students &amp; Young working ppl goes on tracking to Dhoodh saagar, Balagvi &amp; Goa, but now there is no direct train frm Hyderabad, they suffering lot via Hubli, plz consider the request &amp; help citizens",0,0,0,0,0,0,0,0,0,0,1,0
Hyderabad to Mumbai train no22731 B6 Coach No Cleaning dirty Smelling how Go in Toilet? Not Answering Anyone's so much Trouble indian Railways Help please @USER @USER @USER @USER #indianrailway HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
"@USER @USER @USER @USER @USER @USER @USER Mumbai Pune Expressway, Samruddhi Mahamarg, Hyderabad ORR are access controlled. How is this an expressway when slow moving traffic is allowed and no lane discipline from trucks. Request you to enforce proper patrolling",0,0,0,0,0,0,0,0,0,0,0,1
#Gofirst #Delhi #Hyderabad #Airport #aviation #AvGeek #Airbus #Flightdaily Delhi 8:45pm - Hyderabad flight G8422 delayed and rescheduled to 11:35pm. Date: 14/03/2023 Airline: GoFirst Aircraft: Airbus A320-271N Reg no: VT-WDC @USER,0,0,1,0,0,0,0,0,0,0,0,0
@USER pathetic service once again. Flight SG8165 from Delhi to Hyderabad was scheduled at 4:25 pm and it's yet to depart now with no communication from the crew. @USER @USER,0,0,1,0,0,0,1,0,0,0,0,0
Baggage arrival delayed by 25 minutes after @USER flight landed at midnight from Delhi at #Hyderabad; routine explanation by staff: tractor trolley developed issues... so will take 15 minutes more; passengers losing patience @USER @USER HTTPURL,0,0,1,0,0,0,0,0,0,0,0,0
Major drama on a flight out of Hyderabad tonight I hear. One man beat up and abused another over seat allocation. They were deplaned. The flight was delayed by over an hour. 😲,0,0,1,0,0,1,0,0,0,0,0,0
@USER so you guys decide to depart early and not even bother to announce at a busy airport like hyderabad. Atleast 3 people have missed the flight it can't just be human error. For the past 50 mins we are waiting to get even a small respectable reply from your associates,0,0,0,0,0,0,1,0,0,0,0,1
@USER whats happening with ur flight SG 8165 delhi- Hyderabad. Initial timing of the flight was 16:25 then it got delayed till 17:55 and further got rescheduled till 18:45 but still there is no information and no specific boarding time is provided by ur staff,0,0,1,0,0,0,1,0,0,0,0,0
"The return flight from Newark to Hyderabad was also cancelled, and the passengers were rerouted to Mumbai instead of Delhi. The flight from Mumbai to HyD was scheduled after an 8-hour wait. My parents and my aunt are 60+ years had a horrible experience during both journeys.",0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER @USER Spicejet first you cancelled the direct flight from Delhi to Nasik and then provided alternate flight with more than 12 hrs transit in Hyderabad. PNR: PIGM3U. Please provide a stay in Hyderabad now as your crew denied in Delhi today.,0,0,1,0,0,0,1,0,0,0,0,1
@USER @USER my bag was completely ruined from outside and damaged what kind of baggage safety is this? Flight AI0619 Mumbai to Hyderabad. Please look asap and refund for the damages. Customer service not responding. Look ASAP HTTPURL HTTPURL,0,0,0,0,0,0,0,0,0,1,0,1
@USER Shame.. @USER Flight 6E 6606 Hyderabad to New Delhi took off at 4:30 PM and a life jacket was lying under the seat 34D which was going back and forth. The air hostess didn't care.. What safety guideline do you have?,0,0,0,0,0,1,0,0,0,1,0,0
"Beliaghata traffic Kolkata Police surgeon Sd/- SUVRO KANTI BANERJEE, you guys should stop harassing public. my car was 62.2 km/hr whereas your speed limit is 60km/hr and it considered 1k spot fine, just stop begging in official dress #KolkataTrafficPolice #Kolkatatrafficupdate",0,0,0,0,0,1,0,0,0,0,0,0
"@USER Day will come soon when ppl gonna same with kolkata traffic police also. Like If they see ur car or bike registered from diffrent state, they gonna charge u for anything anywhr. Got into this situation where they chrged me rs 6000 without a",0,0,0,1,0,1,0,0,0,0,0,0
#Kolkata: A state government vehicle crashed into a median divider at #SaltLake CK Block and climbed upon an island on Sunday night. Police said the car had none other than the driver who came out of the car and had fled the spot leaving the car on the island. HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
"@USER Bought a new Kia Seltos HTK Plus on February 25, 2023 from Celica Motors (Kolkata), the car had Self-Start issue on day of delivery itself, delivery was postponed by few hours , car taken to workshop but issue remains, presently car not starting",0,0,0,0,1,0,0,0,0,0,0,0
"@USER @USER @USER I urge you to verify their Trade Licence &amp; Foo licence immediately. This is a 420 with people who loss trust in this city.The food car is located at Kustia,next Iland apartment Kustia telephone exchange (Under Til",0,0,0,0,1,0,0,0,0,0,0,0
@USER @USER @USER This is a serious complaint against a food car dealing with fish &amp; chicken fry. The quality of fish fry was rotten and used some 3rd grade fish. Upon complaints they demand that they use 'Sea Basa'. This is cheati,0,0,0,0,1,0,0,0,0,0,0,0
@USER @USER @USER @USER The worst after sale service I have ever experienced. In a metro like Kolkata the authorised service centres have no laptop to find out the problem in car and no parts available. small sensor costi,0,0,0,0,1,0,0,0,0,0,0,0
"Hey @USER my past 2 experience have been terrible wid @USER On a trip i took on 8th, wrong car was provided &amp; fare was calculated incorrectly. Right now, my filthy cab is without AC &amp; driver needs to be taught some basic manners @USER",0,1,0,0,0,1,0,1,0,0,0,1
@USER My car Verna WB96S9594 is submitted for repair on 03.03.23 and still the work is not over. It’s in Kalikapur workshop at Kolkata. I am facing very much difficulties without car and paying Rs 2000 daily to vendor for rented car. Who will pa,0,0,0,0,0,0,0,1,0,0,0,0
"@USER had some issues.Called Mahindra North Point,Kolkata and they asked 2 bring the car 4 repair.When I reached next day, their excuse was,they don't have a working laptop since 2 months.Imagine how ridiculous this is.What a waste of time. @USER",0,0,0,0,1,0,0,0,0,0,0,0
"@USER @USER May be Kolkata is the only city in India where Uber drivers calls the customer before he starts and refuses to go if the destination won't give him desired profit. Also, the car they use are the worst compared to other city. No quality",0,0,0,0,0,1,0,0,1,0,0,1
"@USER @USER @USER Kushan, we also need seat belt cutters. Here in Kolkata, many car drivers have drowned because they could not release their seat belt after their car fell into a canal/ nullah/ pond.",0,0,0,0,0,0,0,0,0,1,0,0
A prominent @USER MLA regularly parks his car in a no parking street next to a prominent school in Kolkata; the only car parked there with no action by @USER Even it rides in a one-way street. So sad! @USER @USER @USER #vipculture HTTPURL,0,0,0,0,0,1,0,0,0,0,0,0
"Beliaghata traffic Kolkata Police surgeon Sd/- SUVRO KANTI BANERJEE, you guys should stop harassing public. my car was 62.2 km/hr whereas your speed limit is 60km/hr and it considered 1k spot fine, just stop begging in official dress #KolkataTrafficPolice #Kolkatatrafficupdate",0,0,0,0,0,1,0,0,0,0,0,0
@USER @USER @USER @USER @USER Even yellow taxi drivers I had very bad experience Kolkata travel experience as a alone female traveller is not very friendly ☹️,0,0,0,0,0,1,0,0,0,0,0,0
"@USER @USER @USER @USER @USER Uber has the worst service in Kolkata. No separate fleets for premium/Go. The same set of cars run for all.They dont put on AC. If u have luggage they will not help u. Premium just charges u more,",0,1,0,0,0,1,0,1,0,0,0,0
Prebooked an @USER to travel to airport for early morning in Kolkata. Last three days showing driver has been assigned. 15 minutes before it showed reassigning driver. 10 minutes it said couldn’t find a driver. I could have lost my flight. This is gross negligence.,0,0,0,0,0,0,0,0,1,0,0,0
@USER is such a scam. Today I was traveling from Kolkata airport to my home and while booking the app showed that the total fare was 191 but at the end point it showed 225 even I had to pay 60 for the parking charges whereas pre-paid taxi charge 141.Do,0,0,0,0,0,0,0,1,0,0,0,0
"@USER @USER @USER @USER @USER It`s not only Uber, it's that entire cab driver community. Kolkata has worst cab service in entire country. In social media, there are countless complains. Companies take no action, they are here t",0,0,0,0,0,1,0,0,0,0,0,0
I have charged cancellation charges incorrectly because driver asked me to cancel the trip and they also refused to go in my drop location please refund my cancellation amount 😡 @USER @USER @USER @USER @USER @USER HTTPURL,0,0,0,0,0,1,0,0,1,0,0,0
@USER @USER @USER @USER @USER You need to be wary of 3 factors if you are availing @USER services. 1. Only cash payments are acceptable. 2. Driver will only agree to come if it's his preferred drop location. You need to p,0,1,0,0,0,1,0,0,0,0,0,0
@USER Reading a certain article will not serve my purpose. @USER has extremely disappointing and irresponsible service in Kolkata. My trip has been cancelled more than 5 times since morning. I feel @USER needs to look into this.,0,0,0,0,0,1,0,0,1,0,0,0
@USER @USER Guys booking and getting a vehicle is now a pathetic process. In Kolkata due to the arrogance of the drivers they keep on refusing the rides. Always go for strike etc. never seen in any other cities. Wind up the business or crack down,0,0,0,0,0,1,0,0,1,0,1,0
Traveling on bus in the roads of KOLKATA is a curse!! I repeat.....,0,0,0,1,0,0,0,0,0,0,0,0
@USER Let's see the SBSTC Bus condition in Kolkata. No window and all broken seats. No passenger safety and no passenger comfort but full fare. Bus HTTPURL WB39A3259 #sbstc HTTPURL,0,0,0,0,0,0,0,0,0,1,0,1
@USER @USER @USER @USER sir please do something. Sir I booked my bus ticket from Kolkata to Pattamundai on 21st March. If they are not withdraw the strike then we r facing bad problem. Sir do something.,0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER I book a ticket from Cuttack to Kolkata on 12th March 2023. Details is attached. But the bus conductor didn't allow me to board the bus as the seat no 20 was already occupied. I had to come by train in General coach. So need th,0,1,0,1,0,0,0,0,0,0,0,0
@USER This man lives in his own imaginary world. Public transport specially crowded buses or shared auto’s are quite a trouble for girls in Kolkata.,0,0,0,0,0,0,0,0,0,1,0,0
"@USER Why is the need to name Bariya bus stand as New Patliputra Bus Stand in Patna, when google map shows it Patliputra Bus stand as Patliputra golambar bus stop, 25 Km away. I missed my bus for Kolkata due to this misconception. Can you please lo",0,0,0,1,0,0,0,0,0,0,0,0
"Falling down from bus while trying to deboard can not be seen in any other other cities except in few cities in India like Kolkata where buses, whether run by government or private ones, are in such hurry that they mostly do not stop fully while passenger get down. Shameful!",0,0,0,0,0,0,0,0,0,1,0,0
@USER @USER Guys booking and getting a vehicle is now a pathetic process. In Kolkata due to the arrogance of the drivers they keep on refusing the rides. Always go for strike etc. never seen in any other cities. Wind up the business or crack down,0,0,0,0,0,1,0,0,1,0,0,0
@USER These types of accident causing illegal barriers are only there in Kolkata….,0,0,0,0,0,0,0,0,0,1,0,0
Kolkata until Mecheda is pathetic and accident prone even if the roads are good because of near population along the highway !,1,0,0,0,0,0,0,0,0,1,0,0
Such a poor service of Spicejet flights from Kolkata. I don’t know if this is a regular thing. The Pune flight is delayed by 5.50hrs and they informed passenger barely 2 hours before the departure time. Can’t imagine if the return flight would be the same @USER HTTPURL,0,0,1,0,0,0,0,0,0,0,0,0
Flight from Bagdogra to Kolkata got delayed by 3.5hrs firstly and departure time was delayed to 7.10pm. But now they are saying flight got cancelled because the Indian Army didnot give them permission @USER @USER @USER @USER @USER HTTPURL,0,0,1,0,0,0,0,0,1,0,0,0
@USER horrible experience..flight got delayed for 5 hrs ..we got information just 45 minutes before departure from Kolkata to Mumbai for 8.40 PM flight ..they are not even arranged stay ..all passengers are tired and frustrated after long day want t,0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER i took flight of alliance airline from kolkata -Guwahati # 9l-770 dated 15th March. first they sent msg that flight will get delayed and depart at 6:30PM then they let passenger seat for 25 min without AC and still at they didn’t,0,0,1,0,0,0,0,0,0,0,0,0
@USER My Ranchi - Bangalore flight was cancelled by the airline. And Now they have no flights for the same route. Requested for Kolkata - Bangalore flight. It has been more than 30hrs. Customer care making stories. Terrible experience @USER,0,0,0,0,0,0,0,0,1,0,1,0
@USER I had booked a ticket last year from Kolkata to Bali with 2 of the tickets booking Id NN783RDLGKGIT47W3890 the flight was not operated I have complained it many times they don’t respond neither do my refund worst experience ever never trust,0,0,0,0,0,0,0,0,1,0,0,0
#airasia #tatagroup #ratantata Misbehaving by air Asia staff Bagdogra to Kolkata Flight as on 15/03/2023 4 person cabin baggage allowed 28 kg But charge extra 4000 whereas we carrying only 10kg,0,0,0,0,0,1,0,0,0,0,0,0
"@USER @USER Flight are very expensive but does not affect footfall of passangers from DBR, that's why such companies are doing monopoly, flight are cheap from patna, bagdogra, kolkata, gorakhpur but DBR is case study, why such negligence",0,0,0,0,0,0,0,1,0,0,0,0
@USER this is a fraud and cheat inthe name of booking partner. My Flight from Pune to Kolkata was canceled by @USER . I paid Rs 8098 for the flight. However @USER is refunding only Rs 6700/- insteas of a full refund.@USER,0,0,0,0,0,0,0,0,1,0,0,0
@USER yesterday was flyer bom to Kolkata morning 6.05 spice jet flight in flight foringer staff is very rude kindly recruit indian staff those foreigners are dosant have sance,0,0,0,0,0,1,0,0,0,0,0,0
Such a poor service of Spicejet flights from Kolkata. I don’t know if this is a regular thing. The Pune flight is delayed by 5.50hrs and they informed passenger barely 2 hours before the departure time. Can’t imagine if the return flight would be the same @USER HTTPURL,0,1,1,0,0,0,0,0,0,0,0,0
"@USER Never travel by this, worst airline ever. First they decide 2 change direct flight from Kolkata 2 Mumbai to a CCU-DEL-MUMBAI transit flight. On asking for other alternative they leave us no option because when asked for refund they were de",0,0,0,1,0,0,0,0,1,0,0,0
"Passenger Rajeev Kumar &amp; his family boarded @USER at Kolkata Airport on 7Am PNR NO. GYU9YP/SG for Andman. Flight after reaching Andman did not land and returned to Kolkata Airport. Since 7AM, they are in the flight no food available. Very pathetic service Kindly help him",0,0,0,0,0,0,0,0,0,0,0,1
@USER one of the worst airline company. Travelling from Kolkata to Guwahati flight scheduled for 7:45 but till now not taken off. Pilot saying it will take more time. @USER @USER please look into it.,0,0,1,0,0,0,0,0,0,0,0,0
"@USER @USER PNR AS6V9A, BANGALORE TO KOLKATA FLIGHT BOOKING URGENT COMPLAINT FOR VOUCHER CODE REDEMPTION ISSUE AS DISCUSSED WITH VIVEK ON IVR, PLEASE ARRANGE FOR A COMPENSATION And RESOLUTION ASAP POOR EXPERIENCE ON YOUR APPLICATION https:",0,1,0,0,0,0,0,0,0,0,0,0
"@USER @USER @USER What about people living near Chinar Park Area, Kolkata who are suffering from continuous flight landing! Loud blast sound of jet engines during landing! Your airport is silent but not the nearby locality! Can't yo",0,0,0,1,0,0,0,0,0,0,0,0
"This is the second incident in a week of a passenger being caught smoking in the lavatory of an Indian aircraft. On March 5, a 24-year-old woman was arrested for smoking on an Indigo flight 6E-716 from Kolkata to Bengaluru.",0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER @USER welcome to Kolkata where passengers has to suffer whenever you book the flight form so called carrier SG-242 Spice Jet i.e shit jet awaiting since last 3 hours n not sure when it will take off😂 HTTPURL,0,0,1,0,0,0,0,0,0,0,0,0
@USER inconvenience: you reschedule my confirmed flight Kolkata-Mumbai-Amsterdam w/o consultation &amp; now at Mumbai a delay of &gt;4h &amp; you don’t inform in spite of having all communication details. Absolute incompetence,0,1,1,0,0,0,0,0,0,0,0,0
"@USER Is this the way you deal with customers? Flight no G8-887 from Bengaluru to Kolkata got rescheduled 3 times in a single day! There are senior citizens,kids, citizens with medical issues and you are playing with them like this? @USER @",0,0,0,1,0,0,0,0,0,0,0,0
"@USER Hi My name is Virendra Giri and I had a flight from Kolkata to Bangalore, PNR UN56FF. Because of oversight of timing i missed my flight and I am trying contacting you for help but u guys are so professionally irresponsible there is no numb",0,1,0,0,0,0,0,0,0,0,0,0
Paid ₹600 for this pocket size box having 4 cold pieces of nugget size chicken balls which @USER hv named 'Park Street Chicken Cutlet' Sory Park Street &amp; #Kolkata for the insult u hv 2 face #Indigo &amp; it pathetic food reaches new low @USER plz help them😂 #Flight #Food HTTPURL,0,0,0,0,1,0,0,0,0,0,0,0
"@USER I took an IndiGo flight from Chennai to Guwahati via Kolkata. The airhostess couldn't switch between Tamil, Telugu, Odiya, Bangla and Assamese whenever the flight passed over the respective states. What a shame IndiGo!!",0,0,0,0,0,1,0,0,0,0,0,0
@USER my husband travelled in flight 6E6513 yesterday from Kolkata to Bengaluru and his baggage still hasn't arrived with no updates. Multiple customer calls since yesterday and no status. He has international travel in a day. #pathetic #airline #Indi,0,0,0,1,0,0,0,0,0,0,0,0
@USER horrible experience..flight got delayed for 5 hrs ..we got information just 45 minutes before departure from Kolkata to Mumbai for 8.40 PM flight ..they are not even arranged stay ..all passengers are tired and frustrated after long day want t,0,0,1,0,0,0,0,0,0,0,0,0
"They are just moving their heads. In the mean time flight for Goa is leaving, they didn't reschedule it to Kolkata. I don't know whether I'll be able to meet my mother. Surely not going to take a vistara flight in my life. This day will be remembered.",0,0,0,1,0,0,0,0,0,0,0,0
@USER flight midnigh# UK 773 Mumbai to Kolkata @USER hrs - 11thMar'23 stranded as mid- flight technical glitch n returned back to Mumbai airport. Now family {kid 3 yrs n Sr citizen} - When &amp; how will they land and go home midnight @USER @USER,0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER @USER @USER what a pathetic airline booked ticket from Kolkata to Mumbai PNR no S5G6PI flight got canceled tried reaching airline customer support but no one is responding neither compensating for the loss,0,0,0,0,0,0,0,0,1,0,0,0
